"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Pertussis","All cases","Age standardised rate","N/100000","2003","LV","Latvia",4.577295180,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","MT","Malta",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","NL","Netherlands",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","NO","Norway",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","PL","Poland",4.367132380,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","PT","Portugal",0.036903940,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","RO","Romania",0.419392500,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","SE","Sweden",6.220946550,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","SI","Slovenia",9.245488440,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","SK","Slovakia",0.682426080,""
"Pertussis","All cases","Age standardised rate","N/100000","2003","UK","United Kingdom",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","AT","Austria",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","BG","Bulgaria",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","CY","Cyprus",1.537015890,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","CZ","Czechia",3.613323490,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","DK","Denmark",20.745471850,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","EE","Estonia",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","EL","Greece",0.223622310,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","ES","Spain",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","EUEEA30_21","EU/EEA (without UK)",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","EUEEAUK_21","EU/EEA (with UK until 2019)",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","FI","Finland",-,""
"Pertussis","All cases","Age standardised rate","N/100000","2004","FR","France",-,""
