"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","SI","Slovenia",1.526998940,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","SK","Slovakia",2.991462750,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2011","UK","United Kingdom",6.224196280,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","BE","Belgium",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","BG","Bulgaria",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","CY","Cyprus",0.460545030,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","CZ","Czechia",0.472335740,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","DE","Germany",5.435949680,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","EE","Estonia",19.283039530,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","ES","Spain",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","EU27_21","EU (without UK)",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","EU27_UK_21","EU (with UK until 2019)",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","EUEEA30_21","EU/EEA (without UK)",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","EUEEAUK_21","EU/EEA (with UK until 2019)",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","FI","Finland",7.511835790,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","HR","Croatia",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","HU","Hungary",0.847690340,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","IE","Ireland",1.121471110,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","IS","Iceland",6.604950960,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","LT","Lithuania",0.461391540,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","LU","Luxembourg",0.359335860,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","LV","Latvia",0.866467240,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","MT","Malta",0.258061670,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","NO","Norway",3.510786240,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","RO","Romania",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","SE","Sweden",11.391056990,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","SI","Slovenia",1.727494920,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","SK","Slovakia",4.443195250,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2012","UK","United Kingdom",6.510983780,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","BE","Belgium",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","BG","Bulgaria",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","CY","Cyprus",0.382056770,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2013","CZ","Czechia",0.447422670,""
